id,year,paper,question_no,question_text,word_limit,marks,topic_hint,source_url
82,2025,Indian Express - Entertainment,82,‘333x return in 4 years’: Aman Gupta made Rs 40 cr from Rs 12 lakh investment in Rs 324 cr Shark Tank India bhujia brand,,,Aman Gupta,https://indianexpress.com/article/entertainment/bollywood/aman-gupta-made-rs-40-cr-from-rs-12-lakh-investment-in-rs-324-cr-shark-tank-india-bhujia-brand-10395356/
83,2025,Indian Express - Entertainment,83,"Amitabh Bachchan may call marriage ‘biggest mistake of life,’ says Jaya: ‘I have been married to the same man for 52 years, can’t love more than this’",,,Jaya Bachchan,https://indianexpress.com/article/entertainment/bollywood/amitabh-bachchan-may-call-marriage-biggest-mistake-of-life-says-jaya-i-have-been-married-to-the-same-man-for-52-years-cant-love-more-than-this-10395246/
84,2025,Indian Express - Entertainment,84,"When Esha Deol learnt about Dharmendra’s first marriage with Prakash Kaur at school, says he never stayed home at night: ‘You have two moms?’",,,Dharmendra;Esha Deol;Hema Malini,https://indianexpress.com/article/entertainment/bollywood/esha-deol-dharmendra-first-marriage-prakash-kaur-school-you-have-two-moms-10392901/
85,2025,Indian Express - Entertainment,85,"Janhvi Kapoor says mom Sridevi’s death was turned into a meme, shares Dharmendra’s death shows things are now worse: ‘Humanity in shambles’",,,Janhvi Kapoor,https://indianexpress.com/article/entertainment/bollywood/janhvi-kapoor-says-mom-sridevis-death-was-turned-into-a-meme-shares-dharmendras-death-shows-things-are-now-worse-humanity-in-shambles-10395210/
86,2025,Indian Express - Entertainment,86,"Juhi Chawla refused to shoot kissing scene with Sunny Deol again, recalls Suneel Darshan: ‘As per contract, I’ll do only one kiss’",,,Juhi Chawla,https://indianexpress.com/article/entertainment/bollywood/juhi-chawla-refused-to-shoot-kissing-scene-with-sunny-deol-again-recalls-suneel-darshan-10393805/
87,2025,Indian Express - Entertainment,87,"Jaya Bachchan slam paparazzi ‘in ganda, tight pants’; how she’s tagged social media’s ‘most hated’: ‘I don’t give a damn’",,,Jaya Bachchan,https://indianexpress.com/article/entertainment/bollywood/my-relationship-with-paps-is-zero-says-jaya-bachchan-you-think-you-can-be-like-a-chuha-10394306/
88,2025,Indian Express - Entertainment,88,"‘Even Shah Rukh Khan, Ranveer Singh dance at weddings’: Netizens defend Rahul Roy after viral Aashiqui lip-sync wedding clip",,,Rahul Roy,https://indianexpress.com/article/entertainment/bollywood/netizens-defend-rahul-roy-after-viral-video-of-him-lip-syncing-to-aashiqui-song-at-wedding-10393844/
89,2025,Indian Express - Entertainment,89,"Priyanka Chopra, Preity Zinta, Aaliyah Kashyap celebrate Thanksgiving 2025: ‘I’m grateful for everyone that makes this crazy ride feel easier’",,,A post shared by Priyanka (@priyankachopra),https://indianexpress.com/article/entertainment/bollywood/priyanka-chopra-preity-zinta-aaliyah-kashyap-celebrate-thanksgiving-2025-see-pics-10393993/
90,2025,Indian Express - Entertainment,90,"Shah Rukh Khan faces harsh desert sun as he launches eyewear collection from Aryan Khan’s brand, watch",,,Aryan Khan;Shah Rukh Khan,https://indianexpress.com/article/entertainment/bollywood/shah-rukh-khan-launches-aryan-khans-eyewear-collection-under-the-desert-sun-10394354/
91,2025,Indian Express - Entertainment,91,Mira Rajput’s ‘faith towards her guru’ attracted me: Shahid Kapoor on embracing Radha Soami faith,,,mira rajput;Shahid Kapoor,https://indianexpress.com/article/entertainment/bollywood/shahid-kapoor-says-mira-rajput-strong-faith-towards-guru-attracted-him-10395220/
92,2025,Indian Express - Entertainment,92,Sidharth Malhotra opens up about his daughter Saraayah: ‘Never lost so many arguments to someone who can’t speak’,,,Kiara Advani;Sidharth Malhotra,https://indianexpress.com/article/entertainment/bollywood/sidharth-malhotra-calls-wife-kiara-advani-a-superhero-reveals-meaning-of-daughter-name-10394677/
93,2025,Indian Express - Entertainment,93,"Suneel Darshan recalls producers calling Akshay Kumar ‘kachra’, putting Dhadkan, Hera Pheri on hold: ‘He was in tears…’",,,A post shared by Suneel Darshan (@suneeldarshan),https://indianexpress.com/article/entertainment/bollywood/suneel-darshan-recalls-producers-calling-akshay-kumar-kachra-shelving-dhadkan-hera-pheri-10394228/
94,2025,Indian Express - Entertainment,94,"Tere Ishk Mein box office collection day 2: Dhanush-Kriti Sanon starrer trails behind Saiyaara, collects Rs 33 crore",,,Dhanush;Kriti Sanon;Saiyaara,https://indianexpress.com/article/entertainment/bollywood/tere-ishk-mein-collection-day-2-dhanush-kriti-sanon-starrer-trails-behind-saiyaara-10393937/
95,2025,Indian Express - Entertainment,95,"Tere Ishq Mein Box Office Collection Day 3: Dhanush-Kriti Sanon film crosses Rs 50 cr mark, set to overtake Ranjhanaa’s lifetime BO",,,Dhanush;Kriti Sanon,https://indianexpress.com/article/entertainment/bollywood/tere-ishq-mein-box-office-collection-day-3-dhanush-kriti-sanon-film-crosses-rs-50-cr-mark-set-to-overtake-ranjhanaas-lifetime-bo-10395215/
96,2025,Indian Express - Entertainment,96,"When Farah Khan said Karan Johar was the best tarot reader, told her to marry Shirish & release Om Shanti Om with Saawariya",,,farah khan;Karan Johar;om shanti om;Saawariya;Shah Rukh Khan,https://indianexpress.com/article/entertainment/bollywood/when-farah-khan-said-karan-johar-is-the-best-tarot-card-reader-ive-ever-been-to-10393911/
97,2025,Indian Express - Entertainment,97,"‘Donald Trump is a genius in marketing, a lot of people feel they have a mascot in him,’ says Josh Brolin",,,donald trump;Josh Brolin;US President;Wall Street,https://indianexpress.com/article/entertainment/hollywood/donald-trump-is-a-genius-in-marketing-a-lot-of-people-see-him-as-a-mascot-josh-brolin-10394121/
98,2025,Indian Express - Entertainment,98,Is Mammootty the villain in Kalamkaval? What’s the film’s connection to Cyanide Mohan? Megastar answers burning questions,,,Malayalam Cinema;Malayalam film industry;Mammootty,https://indianexpress.com/article/entertainment/malayalam/actor-mammootty-breaks-silence-on-kalamkaval-villain-theory-and-cyanide-mohan-link-10394092/
99,2025,Indian Express - Entertainment,99,"Mammootty, Adoor Gopalakrishnan to join forces after 32 years: ‘As the scripting was going on…’",,,Adoor Gopalakrishnan;Malayalam Cinema;Malayalam film industry;Mammootty,https://indianexpress.com/article/entertainment/malayalam/actor-mammootty-director-adoor-gopalakrishnan-to-join-forces-after-32-years-for-movie-10394316/
100,2025,Indian Express - Entertainment,100,"Mohanlal, Priyadarshan made a pan-Indian film for Rs 2.5 crore, completed shoot in 60 days; but couldn’t recoup its massive budget",,,Malayalam Cinema;Malayalam film industry;Mohanlal;Once Upon a Time in Mollywood;Priyadarshan,https://indianexpress.com/article/entertainment/malayalam/mohanlal-priyadarshan-made-kaalapani-for-rs-2-5-crore-but-couldnt-recoup-its-budget-10394465/
101,2025,Indian Express - Entertainment,101,Veteran Kannada actor Umesh dies at 80,,,,https://indianexpress.com/article/entertainment/regional/veteran-kannada-actor-umesh-dies-at-80-10393995/
102,2025,Indian Express - Entertainment,102,"After Ashnoor Kaur, Shehbaz Badesha gets evicted from Salman Khan’s show Bigg Boss 19",,,A post shared by Shehnaaz Gill (@shehnaazgill),https://indianexpress.com/article/entertainment/television/after-ashnoor-kaur-shehbaz-badesha-gets-evicted-from-salman-khans-show-bigg-boss-19-10394441/
103,2025,Indian Express - Entertainment,103,Salman Khan banishes Ashnoor Kaur from Bigg Boss 19 for hitting Tanya Mittal: ‘You broke one of the most important rules in the house’,,,A post shared by JioHotstar Reality (@jiohotstarreality),https://indianexpress.com/article/entertainment/television/salman-khan-evicts-ashnoor-kaur-from-bigg-boss-19-for-hitting-tanya-mittal-10393929/
104,2025,Indian Express - Entertainment,104,"Salman Khan remembers Dharmendra on Bigg Boss 19: ‘It has been a shocker for the nation, the fans and the industry’",,,A post shared by Filmy Duniya (@filmy__duniya_sk),https://indianexpress.com/article/entertainment/television/salman-khan-remembers-dharmendra-on-bigg-boss-19-it-has-been-a-shocker-for-the-nation-10393801/
105,2025,Indian Express - Entertainment,105,"Amid dating rumours, Aneet Padda calls Ahaan Panday ‘one of the best men in the world’: ‘He’s always had my back’",,,Ahaan Panday;Aneet Padda;Saiyaara,https://indianexpress.com/article/entertainment/bollywood/aneet-padda-ahaan-panday-dating-rumours-one-of-the-best-men-in-the-world-10392466/
106,2025,Indian Express - Entertainment,106,"Anupam Kher recalls trying marijuana, bhang; felt he had ‘gone crazy’: ‘Swore I would never do it again’",,,Anupam Kher,https://indianexpress.com/article/entertainment/bollywood/anupam-kher-marijuana-bhang-gone-crazy-never-again-10392550/
107,2025,Indian Express - Entertainment,107,"Anupam Kher says he’s never been invited to a roundtable interview, suggests they invite ‘mediocre’ actors: ‘Acting mein baap hu’",,,Anupam Kher;Anupam Kher films;bollywood,https://indianexpress.com/article/entertainment/bollywood/anupam-kher-never-invited-roundtable-interview-mediocre-acting-mein-baap-10392490/
108,2025,Indian Express - Entertainment,108,"From Rs 400 in the bank to charging Rs 3 crore per film, Anupam Kher recalls when he was ‘almost bankrupt’: ‘My house, office was mortgaged’",,,Anupam Kher,https://indianexpress.com/article/entertainment/bollywood/anupam-kher-rs-400-in-bank-charges-rs-3-crore-per-film-bankrupt-house-mortgaged-10392776/
109,2025,Indian Express - Entertainment,109,‘Naseeruddin Shah has some bitterness’: Anupam Kher says actor apologised to him for ‘it’s in his blood’ jibe,,,Anupam Kher;Naseeruddin Shah,https://indianexpress.com/article/entertainment/bollywood/anupam-kher-says-naseeruddin-shah-apologised-after-calling-him-a-clown-his-bitterness-sometimes-targets-me-dilip-kumar-rajesh-khanna-10393041/
110,2025,Indian Express - Entertainment,110,"Deepak Dobriyal, who dreamt of just Rs 1 lakh once, gave Rs 25 lakh for friend’s treatment in 5 minutes, says Manu Rishi Chaddha",,,Deepak Dobriyal,https://indianexpress.com/article/entertainment/bollywood/deepak-dobriyal-no-money-dreamt-of-rs-1-lakh-gave-rs-25-lakh-for-friends-treatment-in-5-minutes-10391067/
111,2025,Indian Express - Entertainment,111,Hrithik Roshan buys property worth Rs 28 crore in Mumbai days after family’s purchase of property worth Rs 27 crore,,,Hrithik Roshan;Rakesh Roshan,https://indianexpress.com/article/entertainment/bollywood/hrithik-roshan-buys-property-rs-28-crore-mumbai-10392826/
112,2025,Indian Express - Entertainment,112,"Kishore Kumar was ‘busy clowning’ during Mr India recording, says Alisha Chinai: ‘He gave me a look…left without a word’",,,Alisha Chinai;Anil Kapoor;Boney Kapoor;Kishore Kumar;Shekhar Kapur;Sridevi,https://indianexpress.com/article/entertainment/bollywood/kishore-kumar-was-busy-clowning-during-mr-india-recording-says-alisha-chinai-he-gave-me-a-lookleft-without-a-word-10393140/
113,2025,Indian Express - Entertainment,113,"Mira Kapoor’s business empire: Backing Rs 960 cr brand, fellow investor with Jennifer Lopez and building an ‘ecosystem of wellness’",,,mira rajput,https://indianexpress.com/article/entertainment/bollywood/mira-kapoor-business-empire-backing-rs-960-crore-brand-fellow-investor-with-jennifer-lopez-10392766/
114,2025,Indian Express - Entertainment,114,Mira Rajput says she was on a ‘high horse’ with early brand offers; recalls Shahid Kapoor’s reality check: ‘You’re just starting out’,,,mira kapoor;Shahid Kapoor,https://indianexpress.com/article/entertainment/bollywood/mira-rajput-says-she-was-on-a-high-horse-with-early-brand-offers-recalls-shahid-kapoors-reality-check-youre-just-starting-out-10392947/
115,2025,Indian Express - Entertainment,115,‘OTT platforms are constraining creativity’: Pankaj Tripathi reveals he has been stopped from improvising lines as they were not approved by the legal team,,,Pankaj Tripathi,https://indianexpress.com/article/entertainment/bollywood/pankaj-tripathi-was-stopped-from-improvising-lines-as-they-were-not-approved-by-legal-team-10391823/
116,2025,Indian Express - Entertainment,116,"Randeep Hooda, Lin Laishram announce pregnancy on second wedding anniversary: ‘Little wild one on the way’",,,Shared post,https://indianexpress.com/article/entertainment/bollywood/randeep-hooda-lin-laishram-announce-pregnancy-second-wedding-anniversary-10392619/
117,2025,Indian Express - Entertainment,117,"Shatrughan Sinha meets Sunny and Bobby Deol, pays tribute to ‘elder brother’ Dharmendra with unseen photos",,,Dharmendra;PT Usha;Shatrughan Sinha,https://indianexpress.com/article/entertainment/bollywood/shatrughan-sinha-meets-sunny-and-bobby-deol-pays-tribute-to-elder-brother-dharmendra-with-unseen-photos-10393338/
118,2025,Indian Express - Entertainment,118,Smriti Mandhana-Palash Muchhal’s wedding choreographer says had ‘no role in disrupting relationship’: ‘Stop the rumours’,,,Smriti Mandhana,https://indianexpress.com/article/entertainment/bollywood/smriti-mandhana-palash-muchhal-wedding-choreographer-nandika-no-role-in-disrupting-relationship-stop-rumours-10392415/
119,2025,Indian Express - Entertainment,119,"Suniel Shetty praises Jemimah Rodrigues for skipping WBBL to support Smriti Mandhana: ‘No big statements, just quiet solidarity’",,,Jemimah Rodrigues;Smriti Mandhana;Suniel Shetty,https://indianexpress.com/article/entertainment/bollywood/suniel-shetty-praises-jemimah-rodrigues-for-skipping-wbbl-to-support-smriti-mandhana-10391827/
120,2025,Indian Express - Entertainment,120,"Tere Ishk Mein box office collection day 1: Dhanush-Kriti Sanon film off to solid start, but can’t match Saiyaara; earns Rs 16.5 crore",,,box office;box office collections;Dhanush;Dhanush films;Kriti Sanon;Kriti Sanon films,https://indianexpress.com/article/entertainment/bollywood/tere-ishk-mein-box-office-collection-day-1-dhanush-kriti-sanon-less-than-saiyaara-earns-rs-17-crore-10392378/
121,2025,Indian Express - Entertainment,121,"Tere Ishk Mein box office collection day 1 early report: Dhanush film off to a strong start, likely to earn over Rs 17 crore",,,Anand L Rai;Dhanush;Kriti Sanon,https://indianexpress.com/article/entertainment/bollywood/tere-ishk-mein-collection-day-1-early-report-dhanush-film-likely-to-earn-over-rs-15-crore-10391576/
122,2025,Indian Express - Entertainment,122,Tere Ishk Mein: Dhanush-Kriti Sanon film proves Bollywood can’t stop using UPSC as masala,,,,https://indianexpress.com/article/entertainment/bollywood/tere-ishk-mein-dhanush-kriti-sanon-film-proves-bollywood-cant-stop-using-upsc-as-masala-10393765/
123,2025,Indian Express - Entertainment,123,IFFI closing: Vietnamese trans drama wins Best Film,,,IFFI;Rajinikanth,https://indianexpress.com/article/entertainment/iffi-closing-vietnamese-trans-drama-wins-best-film-10392201/
124,2025,Indian Express - Entertainment,124,Kerala film fest to be held from Dec 12-19,,,,https://indianexpress.com/article/entertainment/kerala-film-fest-to-be-held-from-dec-12-19-10393662/
125,2025,Indian Express - Entertainment,125,"MAMA Awards 2025 Day 2: Kim Hye-soo to host the final night; Stray Kids, Aespa, and G-Dragon set to perform",,,Korean;Korean Pop,https://indianexpress.com/article/entertainment/korean/mama-awards-2025-day-2-hong-kong-date-time-nominees-winners-lineup-performers-10392376/
126,2025,Indian Express - Entertainment,126,"Dulquer Salmaan impresses with slick, bloody avatar in I Am Game first look, fans call it, ‘Game changer for Malayalam cinema’",,,Dulquer Salmaan,https://indianexpress.com/article/entertainment/malayalam/actor-dulquer-salmaan-impresses-with-slick-bloody-avatar-in-i-am-game-first-look-10391739/
